timestamp,meter_id,meter_value,panel_value,panel_meter_diff
45633,meter,8728.64,2707.27,-6021.37
45634,meter,8728.71,2707.42,-6021.29
45635,meter,8728.78,2707.57,-6021.21
45636,meter,8728.86,2707.72,-6021.14
45637,meter,8728.93,2707.86,-6021.07
45638,meter,8729.0,2708.01,-6020.99
45639,meter,8729.08,2708.16,-6020.92
45640,meter,8729.15,2708.3,-6020.85
45641,meter,8729.23,2708.45,-6020.78
45642,meter,8729.3,2708.6,-6020.7
45643,meter,8729.37,2708.75,-6020.62
45644,meter,8729.45,2708.89,-6020.56
45645,meter,8729.52,2709.04,-6020.48
45646,meter,8729.59,2709.19,-6020.4
45647,meter,8729.67,2709.33,-6020.34
45648,meter,8729.74,2709.48,-6020.26
45649,meter,8729.81,2709.63,-6020.18
45650,meter,8729.89,2709.78,-6020.11
45651,meter,8729.96,2709.92,-6020.04
45652,meter,8730.03,2710.07,-6019.96
45653,meter,8730.11,2710.22,-6019.89
45654,meter,8730.18,2710.36,-6019.82
45655,meter,8730.25,2710.51,-6019.74
45656,meter,8730.33,2710.66,-6019.67
45657,meter,8730.4,2710.8,-6019.6
45658,meter,8730.48,2710.95,-6019.53
45659,meter,8730.55,2711.1,-6019.45
45660,meter,8730.62,2711.24,-6019.38
45661,meter,8730.7,2711.39,-6019.31
45662,meter,8730.77,2711.54,-6019.23
45663,meter,8730.84,2711.68,-6019.16
45664,meter,8730.92,2711.83,-6019.09
45665,meter,8730.99,2711.98,-6019.01
45666,meter,8731.06,2712.12,-6018.94
45667,meter,8731.14,2712.27,-6018.87
45668,meter,8731.21,2712.42,-6018.79
45669,meter,8731.28,2712.56,-6018.72
45670,meter,8731.36,2712.71,-6018.65
45671,meter,8731.43,2712.86,-6018.57
45672,meter,8731.5,2713.0,-6018.5
45673,meter,8731.58,2713.15,-6018.43
45674,meter,8731.65,2713.3,-6018.35
45675,meter,8731.72,2713.44,-6018.28
45676,meter,8731.8,2713.59,-6018.21
45677,meter,8731.87,2713.74,-6018.13
45678,meter,8731.94,2713.88,-6018.06
45679,meter,8732.01,2714.03,-6017.98
45680,meter,8732.09,2714.18,-6017.91
45681,meter,8732.16,2714.32,-6017.84
45682,meter,8732.23,2714.47,-6017.76
45683,meter,8732.31,2714.62,-6017.69
45684,meter,8732.38,2714.76,-6017.62
45685,meter,8732.45,2714.91,-6017.54
45686,meter,8732.53,2715.05,-6017.48
45687,meter,8732.6,2715.2,-6017.4
45688,meter,8732.67,2715.35,-6017.32
45689,meter,8732.75,2715.49,-6017.26
45690,meter,8732.82,2715.64,-6017.18
45691,meter,8732.89,2715.79,-6017.1
45692,meter,8732.97,2715.93,-6017.04
45693,meter,8733.04,2716.08,-6016.96
45694,meter,8733.11,2716.22,-6016.89
45695,meter,8733.18,2716.37,-6016.81
45696,meter,8733.26,2716.52,-6016.74
45697,meter,8733.33,2716.66,-6016.67
45698,meter,8733.4,2716.81,-6016.59
45699,meter,8733.48,2716.95,-6016.53
45700,meter,8733.55,2717.1,-6016.45
45701,meter,8733.62,2717.25,-6016.37
45702,meter,8733.7,2717.39,-6016.31
45703,meter,8733.77,2717.54,-6016.23
45704,meter,8733.84,2717.68,-6016.16
45705,meter,8733.91,2717.83,-6016.08
45706,meter,8733.99,2717.98,-6016.01
45707,meter,8734.06,2718.12,-6015.94
45708,meter,8734.13,2718.27,-6015.86
45709,meter,8734.21,2718.41,-6015.8
45710,meter,8734.28,2718.56,-6015.72
45711,meter,8734.35,2718.7,-6015.65
45712,meter,8734.43,2718.85,-6015.58
45713,meter,8734.5,2719.0,-6015.5
45714,meter,8734.57,2719.14,-6015.43
45715,meter,8734.64,2719.29,-6015.35
45716,meter,8734.72,2719.43,-6015.29
45717,meter,8734.79,2719.58,-6015.21
45718,meter,8734.86,2719.72,-6015.14
45719,meter,8734.94,2719.87,-6015.07
45720,meter,8735.01,2720.02,-6014.99
45721,meter,8735.08,2720.16,-6014.92
45722,meter,8735.15,2720.31,-6014.84
45723,meter,8735.23,2720.45,-6014.78
45724,meter,8735.3,2720.6,-6014.7
45725,meter,8735.37,2720.74,-6014.63
45726,meter,8735.44,2720.89,-6014.55
45727,meter,8735.52,2721.03,-6014.49
45728,meter,8735.59,2721.18,-6014.41
45729,meter,8735.66,2721.33,-6014.33
45730,meter,8735.74,2721.47,-6014.27
45731,meter,8735.81,2721.62,-6014.19
45732,meter,8735.88,2721.76,-6014.12
45733,meter,8735.95,2721.91,-6014.04
45734,meter,8736.03,2722.05,-6013.98
45735,meter,8736.1,2722.2,-6013.9
45736,meter,8736.17,2722.34,-6013.83
45737,meter,8736.24,2722.49,-6013.75
45738,meter,8736.32,2722.63,-6013.69
45739,meter,8736.39,2722.78,-6013.61
45740,meter,8736.46,2722.92,-6013.54
45741,meter,8736.53,2723.07,-6013.46
45742,meter,8736.61,2723.21,-6013.4
45743,meter,8736.68,2723.36,-6013.32
45744,meter,8736.75,2723.5,-6013.25
45745,meter,8736.82,2723.65,-6013.17
45746,meter,8736.9,2723.79,-6013.11
45747,meter,8736.97,2723.94,-6013.03
45748,meter,8737.04,2724.08,-6012.96
45749,meter,8737.11,2724.23,-6012.88
45750,meter,8737.19,2724.38,-6012.81
45751,meter,8737.26,2724.52,-6012.74
45752,meter,8737.33,2724.66,-6012.67
45753,meter,8737.4,2724.81,-6012.59
45754,meter,8737.48,2724.95,-6012.53
45755,meter,8737.55,2725.1,-6012.45
45756,meter,8737.62,2725.24,-6012.38
45757,meter,8737.69,2725.39,-6012.3
45758,meter,8737.77,2725.53,-6012.24
45759,meter,8737.84,2725.68,-6012.16
45760,meter,8737.91,2725.82,-6012.09
45761,meter,8737.98,2725.97,-6012.01
45762,meter,8738.06,2726.11,-6011.95
45763,meter,8738.13,2726.26,-6011.87
45764,meter,8738.2,2726.4,-6011.8
45765,meter,8738.27,2726.55,-6011.72
45766,meter,8738.35,2726.69,-6011.66
45767,meter,8738.42,2726.84,-6011.58
45768,meter,8738.49,2726.98,-6011.51
45769,meter,8738.56,2727.13,-6011.43
45770,meter,8738.64,2727.27,-6011.37
45771,meter,8738.71,2727.42,-6011.29
45772,meter,8738.78,2727.56,-6011.22
45773,meter,8738.85,2727.7,-6011.15
45774,meter,8738.92,2727.85,-6011.07
45775,meter,8739.0,2727.99,-6011.01
45776,meter,8739.07,2728.14,-6010.93
45777,meter,8739.14,2728.28,-6010.86
45778,meter,8739.21,2728.43,-6010.78
45779,meter,8739.29,2728.57,-6010.72
45780,meter,8739.36,2728.72,-6010.64
45781,meter,8739.43,2728.86,-6010.57
45782,meter,8739.5,2729.0,-6010.5
45783,meter,8739.57,2729.15,-6010.42
45784,meter,8739.65,2729.29,-6010.36
45785,meter,8739.72,2729.44,-6010.28
45786,meter,8739.79,2729.58,-6010.21
45787,meter,8739.86,2729.73,-6010.13
45788,meter,8739.94,2729.87,-6010.07
45789,meter,8740.01,2730.01,-6010.0
45790,meter,8740.08,2730.16,-6009.92
45791,meter,8740.15,2730.3,-6009.85
45792,meter,8740.22,2730.45,-6009.77
45793,meter,8740.3,2730.59,-6009.71
45794,meter,8740.37,2730.74,-6009.63
45795,meter,8740.44,2730.88,-6009.56
45796,meter,8740.51,2731.02,-6009.49
45797,meter,8740.58,2731.17,-6009.41
45798,meter,8740.66,2731.31,-6009.35
45799,meter,8740.73,2731.46,-6009.27
45800,meter,8740.8,2731.6,-6009.2
45801,meter,8740.87,2731.74,-6009.13
45802,meter,8740.94,2731.89,-6009.05
45803,meter,8741.02,2732.03,-6008.99
45804,meter,8741.09,2732.18,-6008.91
45805,meter,8741.16,2732.32,-6008.84
45806,meter,8741.23,2732.46,-6008.77
45807,meter,8741.3,2732.61,-6008.69
45808,meter,8741.38,2732.75,-6008.63
45809,meter,8741.45,2732.9,-6008.55
45810,meter,8741.52,2733.04,-6008.48
45811,meter,8741.59,2733.18,-6008.41
45812,meter,8741.66,2733.33,-6008.33
45813,meter,8741.74,2733.47,-6008.27
45814,meter,8741.81,2733.61,-6008.2
45815,meter,8741.88,2733.76,-6008.12
45816,meter,8741.95,2733.9,-6008.05
45817,meter,8742.02,2734.05,-6007.97
45818,meter,8742.09,2734.19,-6007.9
45819,meter,8742.17,2734.33,-6007.84
45820,meter,8742.24,2734.48,-6007.76
45821,meter,8742.31,2734.62,-6007.69
45822,meter,8742.38,2734.76,-6007.62
45823,meter,8742.45,2734.91,-6007.54
45824,meter,8742.53,2735.05,-6007.48
45825,meter,8742.6,2735.19,-6007.41
45826,meter,8742.67,2735.34,-6007.33
45827,meter,8742.74,2735.48,-6007.26
45828,meter,8742.81,2735.62,-6007.19
45829,meter,8742.88,2735.77,-6007.11
45830,meter,8742.96,2735.91,-6007.05
45831,meter,8743.03,2736.05,-6006.98
45832,meter,8743.1,2736.2,-6006.9
45833,meter,8743.17,2736.34,-6006.83
45834,meter,8743.24,2736.48,-6006.76
45835,meter,8743.31,2736.63,-6006.68
45836,meter,8743.39,2736.77,-6006.62
45837,meter,8743.46,2736.91,-6006.55
45838,meter,8743.53,2737.06,-6006.47
45839,meter,8743.6,2737.2,-6006.4
45840,meter,8743.67,2737.34,-6006.33
45841,meter,8743.74,2737.49,-6006.25
45842,meter,8743.82,2737.63,-6006.19
45843,meter,8743.89,2737.77,-6006.12
45844,meter,8743.96,2737.92,-6006.04
45845,meter,8744.03,2738.06,-6005.97
45846,meter,8744.1,2738.2,-6005.9
45847,meter,8744.17,2738.35,-6005.82
45848,meter,8744.24,2738.49,-6005.75
45849,meter,8744.32,2738.63,-6005.69
45850,meter,8744.39,2738.78,-6005.61
45851,meter,8744.46,2738.92,-6005.54
45852,meter,8744.53,2739.06,-6005.47
45853,meter,8744.6,2739.2,-6005.4
45854,meter,8744.67,2739.35,-6005.32
45855,meter,8744.74,2739.49,-6005.25
45856,meter,8744.82,2739.63,-6005.19
45857,meter,8744.89,2739.78,-6005.11
45858,meter,8744.96,2739.92,-6005.04
45859,meter,8745.03,2740.06,-6004.97
45860,meter,8745.1,2740.2,-6004.9
45861,meter,8745.17,2740.35,-6004.82
45862,meter,8745.24,2740.49,-6004.75
45863,meter,8745.32,2740.63,-6004.69
45864,meter,8745.39,2740.78,-6004.61
45865,meter,8745.46,2740.92,-6004.54
45866,meter,8745.53,2741.06,-6004.47
45867,meter,8745.6,2741.2,-6004.4
45868,meter,8745.67,2741.35,-6004.32
45869,meter,8745.74,2741.49,-6004.25
45870,meter,8745.82,2741.63,-6004.19
45871,meter,8745.89,2741.77,-6004.12
45872,meter,8745.96,2741.92,-6004.04
45873,meter,8746.03,2742.06,-6003.97
45874,meter,8746.1,2742.2,-6003.9
45875,meter,8746.17,2742.34,-6003.83
45876,meter,8746.24,2742.49,-6003.75
45877,meter,8746.31,2742.63,-6003.68
45878,meter,8746.39,2742.77,-6003.62
45879,meter,8746.46,2742.91,-6003.55
45880,meter,8746.53,2743.06,-6003.47
45881,meter,8746.6,2743.2,-6003.4
45882,meter,8746.67,2743.34,-6003.33
45883,meter,8746.74,2743.48,-6003.26
45884,meter,8746.81,2743.63,-6003.18
45885,meter,8746.88,2743.77,-6003.11
45886,meter,8746.96,2743.91,-6003.05
45887,meter,8747.03,2744.05,-6002.98
45888,meter,8747.1,2744.19,-6002.91
45889,meter,8747.17,2744.34,-6002.83
45890,meter,8747.24,2744.48,-6002.76
45891,meter,8747.31,2744.62,-6002.69
45892,meter,8747.38,2744.76,-6002.62
45893,meter,8747.45,2744.91,-6002.54
45894,meter,8747.52,2745.05,-6002.47
45895,meter,8747.59,2745.19,-6002.4
45896,meter,8747.67,2745.33,-6002.34
45897,meter,8747.74,2745.47,-6002.27
45898,meter,8747.81,2745.62,-6002.19
45899,meter,8747.88,2745.76,-6002.12
45900,meter,8747.95,2745.9,-6002.05
45901,meter,8748.02,2746.04,-6001.98
45902,meter,8748.09,2746.18,-6001.91
45903,meter,8748.16,2746.33,-6001.83
45904,meter,8748.23,2746.47,-6001.76
45905,meter,8748.3,2746.61,-6001.69
45906,meter,8748.38,2746.75,-6001.63
45907,meter,8748.45,2746.89,-6001.56
45908,meter,8748.52,2747.04,-6001.48
45909,meter,8748.59,2747.18,-6001.41
45910,meter,8748.66,2747.32,-6001.34
45911,meter,8748.73,2747.46,-6001.27
45912,meter,8748.8,2747.6,-6001.2
45913,meter,8748.87,2747.74,-6001.13
45914,meter,8748.94,2747.89,-6001.05
45915,meter,8749.01,2748.03,-6000.98
45916,meter,8749.08,2748.17,-6000.91
45917,meter,8749.16,2748.31,-6000.85
45918,meter,8749.23,2748.45,-6000.78
45919,meter,8749.3,2748.59,-6000.71
45920,meter,8749.37,2748.74,-6000.63
45921,meter,8749.44,2748.88,-6000.56
45922,meter,8749.51,2749.02,-6000.49
45923,meter,8749.58,2749.16,-6000.42
45924,meter,8749.65,2749.3,-6000.35
45925,meter,8749.72,2749.44,-6000.28
45926,meter,8749.79,2749.59,-6000.2
45927,meter,8749.86,2749.73,-6000.13
45928,meter,8749.93,2749.87,-6000.06
45929,meter,8750.0,2750.01,-5999.99
45930,meter,8750.08,2750.15,-5999.93
45931,meter,8750.15,2750.29,-5999.86
45932,meter,8750.22,2750.43,-5999.79
45933,meter,8750.29,2750.58,-5999.71
45934,meter,8750.36,2750.72,-5999.64
45935,meter,8750.43,2750.86,-5999.57
45936,meter,8750.5,2751.0,-5999.5
45937,meter,8750.57,2751.14,-5999.43
45938,meter,8750.64,2751.28,-5999.36
45939,meter,8750.71,2751.42,-5999.29
45940,meter,8750.78,2751.56,-5999.22
45941,meter,8750.85,2751.71,-5999.14
45942,meter,8750.92,2751.85,-5999.07
45943,meter,8750.99,2751.99,-5999.0
45944,meter,8751.06,2752.13,-5998.93
45945,meter,8751.13,2752.27,-5998.86
45946,meter,8751.21,2752.41,-5998.8
45947,meter,8751.28,2752.55,-5998.73
45948,meter,8751.35,2752.69,-5998.66
45949,meter,8751.42,2752.83,-5998.59
45950,meter,8751.49,2752.97,-5998.52
45951,meter,8751.56,2753.12,-5998.44
45952,meter,8751.63,2753.26,-5998.37
45953,meter,8751.7,2753.4,-5998.3
45954,meter,8751.77,2753.54,-5998.23
45955,meter,8751.84,2753.68,-5998.16
45956,meter,8751.91,2753.82,-5998.09
45957,meter,8751.98,2753.96,-5998.02
45958,meter,8752.05,2754.1,-5997.95
45959,meter,8752.12,2754.24,-5997.88
45960,meter,8752.19,2754.38,-5997.81
45961,meter,8752.26,2754.52,-5997.74
45962,meter,8752.33,2754.67,-5997.66
45963,meter,8752.4,2754.81,-5997.59
45964,meter,8752.47,2754.95,-5997.52
45965,meter,8752.54,2755.09,-5997.45
45966,meter,8752.61,2755.23,-5997.38
45967,meter,8752.68,2755.37,-5997.31
45968,meter,8752.75,2755.51,-5997.24
45969,meter,8752.83,2755.65,-5997.18
45970,meter,8752.9,2755.79,-5997.11
45971,meter,8752.97,2755.93,-5997.04
45972,meter,8753.04,2756.07,-5996.97
45973,meter,8753.11,2756.21,-5996.9
45974,meter,8753.18,2756.35,-5996.83
45975,meter,8753.25,2756.49,-5996.76
45976,meter,8753.32,2756.63,-5996.69
45977,meter,8753.39,2756.77,-5996.62
45978,meter,8753.46,2756.92,-5996.54
45979,meter,8753.53,2757.06,-5996.47
45980,meter,8753.6,2757.2,-5996.4
45981,meter,8753.67,2757.34,-5996.33
45982,meter,8753.74,2757.48,-5996.26
45983,meter,8753.81,2757.62,-5996.19
45984,meter,8753.88,2757.76,-5996.12
45985,meter,8753.95,2757.9,-5996.05
45986,meter,8754.02,2758.04,-5995.98
45987,meter,8754.09,2758.18,-5995.91
45988,meter,8754.16,2758.32,-5995.84
45989,meter,8754.23,2758.46,-5995.77
45990,meter,8754.3,2758.6,-5995.7
45991,meter,8754.37,2758.74,-5995.63
45992,meter,8754.44,2758.88,-5995.56
45993,meter,8754.51,2759.02,-5995.49
45994,meter,8754.58,2759.16,-5995.42
45995,meter,8754.65,2759.3,-5995.35
45996,meter,8754.72,2759.44,-5995.28
45997,meter,8754.79,2759.58,-5995.21
45998,meter,8754.86,2759.72,-5995.14
45999,meter,8754.93,2759.86,-5995.07
46000,meter,8755.0,2760.0,-5995.0
46001,meter,8755.07,2760.14,-5994.93
46002,meter,8755.14,2760.28,-5994.86
46003,meter,8755.21,2760.42,-5994.79
46004,meter,8755.28,2760.56,-5994.72
46005,meter,8755.35,2760.7,-5994.65
46006,meter,8755.42,2760.84,-5994.58
46007,meter,8755.49,2760.98,-5994.51
46008,meter,8755.56,2761.12,-5994.44
46009,meter,8755.63,2761.26,-5994.37
46010,meter,8755.7,2761.4,-5994.3
46011,meter,8755.77,2761.54,-5994.23
46012,meter,8755.84,2761.68,-5994.16
46013,meter,8755.91,2761.82,-5994.09
46014,meter,8755.98,2761.96,-5994.02
46015,meter,8756.05,2762.1,-5993.95
46016,meter,8756.12,2762.24,-5993.88
46017,meter,8756.19,2762.38,-5993.81
46018,meter,8756.26,2762.52,-5993.74
46019,meter,8756.33,2762.66,-5993.67
46020,meter,8756.4,2762.8,-5993.6
46021,meter,8756.47,2762.94,-5993.53
46022,meter,8756.54,2763.08,-5993.46
46023,meter,8756.61,2763.21,-5993.4
46024,meter,8756.68,2763.35,-5993.33
46025,meter,8756.75,2763.49,-5993.26
46026,meter,8756.82,2763.63,-5993.19
46027,meter,8756.89,2763.77,-5993.12
46028,meter,8756.96,2763.91,-5993.05
46029,meter,8757.03,2764.05,-5992.98
46030,meter,8757.1,2764.19,-5992.91
46031,meter,8757.17,2764.33,-5992.84
46032,meter,8757.23,2764.47,-5992.76
46033,meter,8757.3,2764.61,-5992.69
46034,meter,8757.37,2764.75,-5992.62
46035,meter,8757.44,2764.89,-5992.55
46036,meter,8757.51,2765.03,-5992.48
46037,meter,8757.58,2765.17,-5992.41
46038,meter,8757.65,2765.31,-5992.34
46039,meter,8757.72,2765.44,-5992.28
46040,meter,8757.79,2765.58,-5992.21
46041,meter,8757.86,2765.72,-5992.14
46042,meter,8757.93,2765.86,-5992.07
46043,meter,8758.0,2766.0,-5992.0
46044,meter,8758.07,2766.14,-5991.93
46045,meter,8758.14,2766.28,-5991.86
46046,meter,8758.21,2766.42,-5991.79
46047,meter,8758.28,2766.56,-5991.72
46048,meter,8758.35,2766.7,-5991.65
46049,meter,8758.42,2766.84,-5991.58
46050,meter,8758.49,2766.97,-5991.52
46051,meter,8758.56,2767.11,-5991.45
46052,meter,8758.63,2767.25,-5991.38
46053,meter,8758.7,2767.39,-5991.31
46054,meter,8758.77,2767.53,-5991.24
46055,meter,8758.83,2767.67,-5991.16
46056,meter,8758.9,2767.81,-5991.09
46057,meter,8758.97,2767.95,-5991.02
46058,meter,8759.04,2768.09,-5990.95
46059,meter,8759.11,2768.23,-5990.88
46060,meter,8759.18,2768.36,-5990.82
46061,meter,8759.25,2768.5,-5990.75
46062,meter,8759.32,2768.64,-5990.68
46063,meter,8759.39,2768.78,-5990.61
46064,meter,8759.46,2768.92,-5990.54
46065,meter,8759.53,2769.06,-5990.47
46066,meter,8759.6,2769.2,-5990.4
46067,meter,8759.67,2769.34,-5990.33
46068,meter,8759.74,2769.47,-5990.27
46069,meter,8759.81,2769.61,-5990.2
46070,meter,8759.88,2769.75,-5990.13
46071,meter,8759.94,2769.89,-5990.05
46072,meter,8760.01,2770.03,-5989.98
46073,meter,8760.08,2770.17,-5989.91
46074,meter,8760.15,2770.31,-5989.84
46075,meter,8760.22,2770.44,-5989.78
46076,meter,8760.29,2770.58,-5989.71
46077,meter,8760.36,2770.72,-5989.64
46078,meter,8760.43,2770.86,-5989.57
46079,meter,8760.5,2771.0,-5989.5
46080,meter,8760.57,2771.14,-5989.43
46081,meter,8760.64,2771.27,-5989.37
46082,meter,8760.71,2771.41,-5989.3
46083,meter,8760.78,2771.55,-5989.23
46084,meter,8760.84,2771.69,-5989.15
46085,meter,8760.91,2771.83,-5989.08
46086,meter,8760.98,2771.97,-5989.01
46087,meter,8761.05,2772.1,-5988.95
46088,meter,8761.12,2772.24,-5988.88
46089,meter,8761.19,2772.38,-5988.81
46090,meter,8761.26,2772.52,-5988.74
46091,meter,8761.33,2772.66,-5988.67
46092,meter,8761.4,2772.8,-5988.6
46093,meter,8761.47,2772.93,-5988.54
46094,meter,8761.54,2773.07,-5988.47
46095,meter,8761.6,2773.21,-5988.39
46096,meter,8761.67,2773.35,-5988.32
46097,meter,8761.74,2773.49,-5988.25
46098,meter,8761.81,2773.62,-5988.19
46099,meter,8761.88,2773.76,-5988.12
46100,meter,8761.95,2773.9,-5988.05
46101,meter,8762.02,2774.04,-5987.98
46102,meter,8762.09,2774.18,-5987.91
46103,meter,8762.16,2774.31,-5987.85
46104,meter,8762.23,2774.45,-5987.78
46105,meter,8762.29,2774.59,-5987.7
46106,meter,8762.36,2774.73,-5987.63
46107,meter,8762.43,2774.87,-5987.56
46108,meter,8762.5,2775.0,-5987.5
46109,meter,8762.57,2775.14,-5987.43
46110,meter,8762.64,2775.28,-5987.36
46111,meter,8762.71,2775.42,-5987.29
46112,meter,8762.78,2775.55,-5987.23
46113,meter,8762.85,2775.69,-5987.16
46114,meter,8762.92,2775.83,-5987.09
46115,meter,8762.98,2775.97,-5987.01
46116,meter,8763.05,2776.11,-5986.94
46117,meter,8763.12,2776.24,-5986.88
46118,meter,8763.19,2776.38,-5986.81
46119,meter,8763.26,2776.52,-5986.74
46120,meter,8763.33,2776.66,-5986.67
46121,meter,8763.4,2776.79,-5986.61
46122,meter,8763.47,2776.93,-5986.54
46123,meter,8763.53,2777.07,-5986.46
46124,meter,8763.6,2777.21,-5986.39
46125,meter,8763.67,2777.34,-5986.33
46126,meter,8763.74,2777.48,-5986.26
46127,meter,8763.81,2777.62,-5986.19
46128,meter,8763.88,2777.76,-5986.12
46129,meter,8763.95,2777.89,-5986.06
46130,meter,8764.02,2778.03,-5985.99
46131,meter,8764.08,2778.17,-5985.91
46132,meter,8764.15,2778.31,-5985.84
46133,meter,8764.22,2778.44,-5985.78
46134,meter,8764.29,2778.58,-5985.71
46135,meter,8764.36,2778.72,-5985.64
46136,meter,8764.43,2778.86,-5985.57
46137,meter,8764.5,2778.99,-5985.51
46138,meter,8764.56,2779.13,-5985.43
46139,meter,8764.63,2779.27,-5985.36
46140,meter,8764.7,2779.4,-5985.3
46141,meter,8764.77,2779.54,-5985.23
46142,meter,8764.84,2779.68,-5985.16
46143,meter,8764.91,2779.82,-5985.09
46144,meter,8764.98,2779.95,-5985.03
46145,meter,8765.04,2780.09,-5984.95
46146,meter,8765.11,2780.23,-5984.88
46147,meter,8765.18,2780.36,-5984.82
46148,meter,8765.25,2780.5,-5984.75
46149,meter,8765.32,2780.64,-5984.68
46150,meter,8765.39,2780.78,-5984.61
46151,meter,8765.46,2780.91,-5984.55
46152,meter,8765.52,2781.05,-5984.47
46153,meter,8765.59,2781.19,-5984.4
46154,meter,8765.66,2781.32,-5984.34
46155,meter,8765.73,2781.46,-5984.27
46156,meter,8765.8,2781.6,-5984.2
46157,meter,8765.87,2781.73,-5984.14
46158,meter,8765.94,2781.87,-5984.07
46159,meter,8766.0,2782.01,-5983.99
46160,meter,8766.07,2782.14,-5983.93
46161,meter,8766.14,2782.28,-5983.86
46162,meter,8766.21,2782.42,-5983.79
46163,meter,8766.28,2782.55,-5983.73
46164,meter,8766.35,2782.69,-5983.66
46165,meter,8766.41,2782.83,-5983.58
46166,meter,8766.48,2782.96,-5983.52
46167,meter,8766.55,2783.1,-5983.45
46168,meter,8766.62,2783.24,-5983.38
46169,meter,8766.69,2783.37,-5983.32
46170,meter,8766.76,2783.51,-5983.25
46171,meter,8766.82,2783.65,-5983.17
46172,meter,8766.89,2783.78,-5983.11
46173,meter,8766.96,2783.92,-5983.04
46174,meter,8767.03,2784.06,-5982.97
46175,meter,8767.1,2784.19,-5982.91
46176,meter,8767.17,2784.33,-5982.84
46177,meter,8767.23,2784.47,-5982.76
46178,meter,8767.3,2784.6,-5982.7
46179,meter,8767.37,2784.74,-5982.63
46180,meter,8767.44,2784.88,-5982.56
46181,meter,8767.51,2785.01,-5982.5
46182,meter,8767.57,2785.15,-5982.42
46183,meter,8767.64,2785.29,-5982.35
46184,meter,8767.71,2785.42,-5982.29
46185,meter,8767.78,2785.56,-5982.22
46186,meter,8767.85,2785.69,-5982.16
46187,meter,8767.92,2785.83,-5982.09
46188,meter,8767.98,2785.97,-5982.01
46189,meter,8768.05,2786.1,-5981.95
46190,meter,8768.12,2786.24,-5981.88
46191,meter,8768.19,2786.38,-5981.81
46192,meter,8768.26,2786.51,-5981.75
46193,meter,8768.32,2786.65,-5981.67
46194,meter,8768.39,2786.78,-5981.61
46195,meter,8768.46,2786.92,-5981.54
46196,meter,8768.53,2787.06,-5981.47
46197,meter,8768.6,2787.19,-5981.41
46198,meter,8768.66,2787.33,-5981.33
46199,meter,8768.73,2787.46,-5981.27
46200,meter,8768.8,2787.6,-5981.2
46201,meter,8768.87,2787.74,-5981.13
46202,meter,8768.94,2787.87,-5981.07
46203,meter,8769.0,2788.01,-5980.99
46204,meter,8769.07,2788.14,-5980.93
46205,meter,8769.14,2788.28,-5980.86
46206,meter,8769.21,2788.42,-5980.79
46207,meter,8769.28,2788.55,-5980.73
46208,meter,8769.34,2788.69,-5980.65
46209,meter,8769.41,2788.82,-5980.59
46210,meter,8769.48,2788.96,-5980.52
46211,meter,8769.55,2789.09,-5980.46
46212,meter,8769.62,2789.23,-5980.39
46213,meter,8769.68,2789.37,-5980.31
46214,meter,8769.75,2789.5,-5980.25
46215,meter,8769.82,2789.64,-5980.18
46216,meter,8769.89,2789.77,-5980.12
46217,meter,8769.95,2789.91,-5980.04
46218,meter,8770.02,2790.04,-5979.98
46219,meter,8770.09,2790.18,-5979.91
46220,meter,8770.16,2790.32,-5979.84
46221,meter,8770.23,2790.45,-5979.78
46222,meter,8770.29,2790.59,-5979.7
46223,meter,8770.36,2790.72,-5979.64
46224,meter,8770.43,2790.86,-5979.57
46225,meter,8770.5,2790.99,-5979.51
46226,meter,8770.56,2791.13,-5979.43
46227,meter,8770.63,2791.26,-5979.37
46228,meter,8770.7,2791.4,-5979.3
46229,meter,8770.77,2791.54,-5979.23
46230,meter,8770.84,2791.67,-5979.17
46231,meter,8770.9,2791.81,-5979.09
46232,meter,8770.97,2791.94,-5979.03
46233,meter,8771.04,2792.08,-5978.96
46234,meter,8771.11,2792.21,-5978.9
46235,meter,8771.17,2792.35,-5978.82
46236,meter,8771.24,2792.48,-5978.76
46237,meter,8771.31,2792.62,-5978.69
46238,meter,8771.38,2792.75,-5978.63
46239,meter,8771.44,2792.89,-5978.55
46240,meter,8771.51,2793.02,-5978.49
46241,meter,8771.58,2793.16,-5978.42
46242,meter,8771.65,2793.29,-5978.36
46243,meter,8771.71,2793.43,-5978.28
46244,meter,8771.78,2793.56,-5978.22
46245,meter,8771.85,2793.7,-5978.15
46246,meter,8771.92,2793.83,-5978.09
46247,meter,8771.98,2793.97,-5978.01
46248,meter,8772.05,2794.1,-5977.95
46249,meter,8772.12,2794.24,-5977.88
46250,meter,8772.19,2794.38,-5977.81
46251,meter,8772.25,2794.51,-5977.74
46252,meter,8772.32,2794.64,-5977.68
46253,meter,8772.39,2794.78,-5977.61
46254,meter,8772.46,2794.91,-5977.55
46255,meter,8772.52,2795.05,-5977.47
46256,meter,8772.59,2795.18,-5977.41
46257,meter,8772.66,2795.32,-5977.34
46258,meter,8772.73,2795.45,-5977.28
46259,meter,8772.79,2795.59,-5977.2
46260,meter,8772.86,2795.72,-5977.14
46261,meter,8772.93,2795.86,-5977.07
46262,meter,8773.0,2795.99,-5977.01
46263,meter,8773.06,2796.13,-5976.93
46264,meter,8773.13,2796.26,-5976.87
46265,meter,8773.2,2796.4,-5976.8
46266,meter,8773.27,2796.53,-5976.74
46267,meter,8773.33,2796.67,-5976.66
